         JobID        JobName     Elapsed     TotalCPU Alloc   MaxRSS      State 
245868.0       emod3d-mpi        00:00:24     02:01:41   320    3768K COMPLETED  
245869         fdrun-mpi_ish+    00:00:26     01:58:54   320          COMPLETED  
245869.batch   batch             00:00:26    00:29.512    80    3744K COMPLETED  
245869.extern  extern            00:00:26     00:00:00   320    2876K COMPLETED  
245869.0       emod3d-mpi        00:00:24     01:58:25   320    3752K COMPLETED  
245870         adj_test.sl       00:00:05    01:04.192    80          COMPLETED  
245870.batch   batch             00:00:05    00:00.160    80    3744K COMPLETED  
245870.extern  extern            00:00:06     00:00:00    80       4K COMPLETED  
245870.0       python            00:00:05    01:04.032     1    3724K COMPLETED  
245871         FWT_emod3d_sh+    00:01:39     07:48:52   320          COMPLETED  
245871.batch   batch             00:01:39    00:00.784    80   13204K COMPLETED  
245871.extern  extern            00:01:39     00:00:00   320    1348K COMPLETED  
245871.0       emod3d-mpi        00:00:42     03:13:06   320   15728K COMPLETED  
245871.1       merge_P3-mpi      00:00:54     04:35:45   320  142984K COMPLETED  
245872         kernel_shot_i+    00:01:31    01:13.948    80          COMPLETED  
245872.batch   batch             00:01:31    00:00.160    80   13052K COMPLETED  
245872.extern  extern            00:01:31     00:00:00    80     748K COMPLETED  
245872.0       python            00:01:29    01:13.788     1 3490787+ COMPLETED  
245873         FWT_emod3d_sh+    00:01:33     07:19:13   320          COMPLETED  
245873.batch   batch             00:01:33    00:29.652    80   13204K COMPLETED  
245873.extern  extern            00:01:33     00:00:00   320    1352K COMPLETED  
245873.0       emod3d-mpi        00:00:33     02:29:55   320  152436K COMPLETED  
245873.1       merge_P3-mpi      00:00:56     04:48:48   320  141668K COMPLETED  
245874         adj_test.sl       00:00:05    01:13.556    80          COMPLETED  
245874.batch   batch             00:00:05    00:00.160    80    3748K COMPLETED  
245874.extern  extern            00:00:05     00:00:00    80    1348K COMPLETED  
245874.0       python            00:00:05    01:13.396     1    3724K COMPLETED  
245875         FWT_emod3d_sh+    00:01:29     06:59:36   320          COMPLETED  
245875.batch   batch             00:01:29    00:00.772    80   13204K COMPLETED  
245875.extern  extern            00:01:29     00:00:00   320    1352K COMPLETED  
245875.0       emod3d-mpi        00:00:29     02:09:54   320    3752K COMPLETED  
245875.1       merge_P3-mpi      00:00:57     04:49:41   320  143244K COMPLETED  
245876         FWT_emod3d_sh+    00:01:42     08:02:26   320          COMPLETED  
245876.batch   batch             00:01:42    00:29.664    80   13204K COMPLETED  
245876.extern  extern            00:01:42     00:00:00   320    1348K COMPLETED  
245876.0       emod3d-mpi        00:00:41     03:12:53   320   15648K COMPLETED  
245876.1       merge_P3-mpi      00:00:57     04:49:03   320  142192K COMPLETED  
245877         FWT_emod3d_sh+    00:01:48     08:35:20   320          COMPLETED  
245877.batch   batch             00:01:48    00:29.780    80   13200K COMPLETED  
245877.extern  extern            00:01:48     00:00:00   320    1352K COMPLETED  
245877.0       emod3d-mpi        00:00:45     03:34:56   320   15608K COMPLETED  
245877.1       merge_P3-mpi      00:00:59     04:59:54   320  144032K COMPLETED  
245878         FWT_emod3d_sh+    00:01:35     07:26:09   320          COMPLETED  
245878.batch   batch             00:01:35    00:29.640    80   13224K COMPLETED  
245878.extern  extern            00:01:35     00:00:00   320    1352K COMPLETED  
245878.0       emod3d-mpi        00:00:36     02:48:57   320   15932K COMPLETED  
245878.1       merge_P3-mpi      00:00:55     04:36:42   320  144824K COMPLETED  
245879         FWT_emod3d_sh+    00:01:44     08:13:26   320          COMPLETED  
245879.batch   batch             00:01:44    00:29.724    80   13220K COMPLETED  
245879.extern  extern            00:01:44     00:00:00   320     748K COMPLETED  
245879.0       emod3d-mpi        00:00:43     03:20:27   320   15784K COMPLETED  
245879.1       merge_P3-mpi      00:00:57     04:52:29   320  142184K COMPLETED  
245880         kernel_shot_i+    00:01:29    01:12.424    80          COMPLETED  
245880.batch   batch             00:01:29    00:00.160    80   13052K COMPLETED  
245880.extern  extern            00:01:30     00:00:00    80     748K COMPLETED  
245880.0       python            00:01:29    01:12.264     1 3510402+ COMPLETED  
245881         adj_test.sl       00:00:06    01:08.028    80          COMPLETED  
245881.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245881.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245881.0       python            00:00:04    01:07.864     1    3720K COMPLETED  
245882         adj_test.sl       00:00:06    01:06.608    80          COMPLETED  
245882.batch   batch             00:00:06    00:00.164    80    3748K COMPLETED  
245882.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245882.0       python            00:00:05    01:06.444     1    3728K COMPLETED  
245883         adj_test.sl       00:00:05    01:03.132    80          COMPLETED  
245883.batch   batch             00:00:05    00:00.156    80    3744K COMPLETED  
245883.extern  extern            00:00:05     00:00:00    80       4K COMPLETED  
245883.0       python            00:00:05    01:02.976     1    3720K COMPLETED  
245884         adj_test.sl       00:00:05    01:25.360    80          COMPLETED  
245884.batch   batch             00:00:05    00:00.164    80    3748K COMPLETED  
245884.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245884.0       python            00:00:05    01:25.196     1    3728K COMPLETED  
245885         FWT_emod3d_sh+    00:01:34     07:22:48   320          COMPLETED  
245885.batch   batch             00:01:34    00:00.832    80   13204K COMPLETED  
245885.extern  extern            00:01:35     00:00:00   320    1352K COMPLETED  
245885.0       emod3d-mpi        00:00:34     02:33:19   320   15776K COMPLETED  
245885.1       merge_P3-mpi      00:00:57     04:49:27   320  142180K COMPLETED  
245886         FWT_emod3d_sh+    00:01:43     08:08:10   320          COMPLETED  
245886.batch   batch             00:01:43    00:00.760    80   13204K COMPLETED  
245886.extern  extern            00:01:43     00:00:00   320    1348K COMPLETED  
245886.0       emod3d-mpi        00:00:45     03:32:56   320  149640K COMPLETED  
245886.1       merge_P3-mpi      00:00:55     04:35:12   320  143516K COMPLETED  
245887         FWT_emod3d_sh+    00:02:04     09:59:37   320          COMPLETED  
245887.batch   batch             00:02:04    00:00.748    80   13200K COMPLETED  
245887.extern  extern            00:02:04     00:00:00   320    1348K COMPLETED  
245887.0       emod3d-mpi        00:00:46     03:39:05   320   15964K COMPLETED  
245887.1       merge_P3-mpi      00:01:14     06:20:31   320  147744K COMPLETED  
245888         FWT_emod3d_sh+    00:01:33     07:15:51   320          COMPLETED  
245888.batch   batch             00:01:33    00:00.784    80   13224K COMPLETED  
245888.extern  extern            00:01:33     00:00:00   320    1348K COMPLETED  
245888.0       emod3d-mpi        00:00:33     02:24:53   320  152240K COMPLETED  
245888.1       merge_P3-mpi      00:00:57     04:50:57   320  143500K COMPLETED  
245889         FWT_emod3d_sh+    00:01:41     08:01:24   320          COMPLETED  
245889.batch   batch             00:01:41    00:29.556    80   13220K COMPLETED  
245889.extern  extern            00:01:42     00:00:00   320    1348K COMPLETED  
245889.0       emod3d-mpi        00:00:43     03:19:39   320   15700K COMPLETED  
245889.1       merge_P3-mpi      00:00:56     04:41:15   320  142732K COMPLETED  
245931         kernel_shot_i+    00:01:33    01:14.456    80          COMPLETED  
245931.batch   batch             00:01:33    00:00.164    80   13036K COMPLETED  
245931.extern  extern            00:01:33     00:00:00    80    1348K COMPLETED  
245931.0       python            00:01:32    01:14.292     1 3239980+ COMPLETED  
245933         kernel_shot_i+    00:01:37    01:12.844    80          COMPLETED  
245933.batch   batch             00:01:37    00:00.160    80   13052K COMPLETED  
245933.extern  extern            00:01:37     00:00:00    80     748K COMPLETED  
245933.0       python            00:01:37    01:12.684     1 3540542+ COMPLETED  
245937         kernel_shot_i+    00:01:29    01:10.972    80          COMPLETED  
245937.batch   batch             00:01:29    00:00.160    80   13036K COMPLETED  
245937.extern  extern            00:01:29     00:00:00    80     748K COMPLETED  
245937.0       python            00:01:29    01:10.812     1 3388031+ COMPLETED  
245938         kernel_shot_i+    00:01:29    01:11.740    80          COMPLETED  
245938.batch   batch             00:01:29    00:00.160    80   13040K COMPLETED  
245938.extern  extern            00:01:29     00:00:00    80    1348K COMPLETED  
245938.0       python            00:01:29    01:11.580     1 3502422+ COMPLETED  
245948         adj_test.sl       00:00:06    01:06.748    80          COMPLETED  
245948.batch   batch             00:00:06    00:00.160    80    3744K COMPLETED  
245948.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245948.0       python            00:00:06    01:06.588     1    3720K COMPLETED  
245950         FWT_emod3d_sh+    00:01:40     07:56:04   320          COMPLETED  
245950.batch   batch             00:01:40    00:00.776    80   13204K COMPLETED  
245950.extern  extern            00:01:40     00:00:00   320    1352K COMPLETED  
245950.0       emod3d-mpi        00:00:41     03:06:50   320   15752K COMPLETED  
245950.1       merge_P3-mpi      00:00:57     04:49:12   320  143524K COMPLETED  
245951         FWT_emod3d_sh+    00:01:50     08:45:31   320          COMPLETED  
245951.batch   batch             00:01:50    00:29.560    80   13200K COMPLETED  
245951.extern  extern            00:01:50     00:00:00   320    1348K COMPLETED  
245951.0       emod3d-mpi        00:00:44     03:28:12   320   15620K COMPLETED  
245951.1       merge_P3-mpi      00:01:02     05:16:50   320  148532K COMPLETED  
245952         FWT_emod3d_sh+    00:01:37     07:33:15   320          COMPLETED  
245952.batch   batch             00:01:37    00:29.752    80   13224K COMPLETED  
245952.extern  extern            00:01:37     00:00:00   320     748K COMPLETED  
245952.0       emod3d-mpi        00:00:36     02:43:27   320   15676K COMPLETED  
245952.1       merge_P3-mpi      00:00:57     04:49:17   320  143776K COMPLETED  
245953         FWT_emod3d_sh+    00:01:35     07:26:49   320          COMPLETED  
245953.batch   batch             00:01:35    00:29.824    80   13204K COMPLETED  
245953.extern  extern            00:01:35     00:00:00   320    1348K COMPLETED  
245953.0       emod3d-mpi        00:00:34     02:37:25   320   15640K COMPLETED  
245953.1       merge_P3-mpi      00:00:57     04:48:54   320  144048K COMPLETED  
245954         FWT_emod3d_sh+    00:01:43     08:07:53   320          COMPLETED  
245954.batch   batch             00:01:43    00:29.816    80   13220K COMPLETED  
245954.extern  extern            00:01:43     00:00:00   320    1352K COMPLETED  
245954.0       emod3d-mpi        00:00:42     03:15:59   320   15664K COMPLETED  
245954.1       merge_P3-mpi      00:00:57     04:51:24   320  141376K COMPLETED  
245955         kernel_shot_i+    00:01:36    01:11.956    80          COMPLETED  
245955.batch   batch             00:01:36    00:00.160    80   13048K COMPLETED  
245955.extern  extern            00:01:36     00:00:00    80    1348K COMPLETED  
245955.0       python            00:01:35    01:11.796     1 3011284+ COMPLETED  
245956         adj_test.sl       00:00:06    00:55.940    80          COMPLETED  
245956.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245956.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245956.0       python            00:00:04    00:55.776     1    3724K COMPLETED  
245957         adj_test.sl       00:00:06    00:53.680    80          COMPLETED  
245957.batch   batch             00:00:06    00:00.164    80    3744K COMPLETED  
245957.extern  extern            00:00:06     00:00:00    80    1348K COMPLETED  
245957.0       python            00:00:05    00:53.516     1    3724K COMPLETED  
245958         adj_test.sl       00:00:05    00:42.240    80          COMPLETED  
245958.batch   batch             00:00:05    00:00.164    80    3744K COMPLETED  
